id_lead,data_primeiro_contato,origem,roteiro_interesse,modalidade,n_pessoas,mes_viagem_desejado,orcamento_aprox,status,data_fechamento,dias_ate_fechar,valor_venda
114976,2021-06-17,TikTok,Caminho Primitivo,Premium,4,Outubro,R$ 37.536,Negociando,,,
114977,2024-12-30,YouTube,Caminho Primitivo,Guiado,3,Agosto,R$ 25.476,Negociando,,,
114978,2024-10-04,Facebook,Caminho do Norte,Premium,2,Junho,R$ 16.538,Fechado,2024-10-14,10,R$ 15.668
114979,2023-08-04,Google,Via Francigena,Premium,2,Junho,R$ 23.245,Negociando,,,
114980,2026-07-28,Indicação,Caminho Francês,Guiado,1,Março,R$ 11.922,Sem resposta,,,
114981,2022-10-31,Instagram,Caminho do Norte,Premium,2,Julho,R$ 21.074,Sem resposta,,,
114982,2023-11-04,Facebook,Via Francigena,Guiado,1,Maio,R$ 9.113,Sem resposta,,,
114983,2024-05-23,Google,Via Francigena,Guiado,2,Novembro,R$ 23.922,Fechado,2024-06-20,28,R$ 24.521
114984,2026-07-16,YouTube,Caminho do Norte,Autoguiado,2,Outubro,R$ 12.744,Sem resposta,,,
114985,2023-04-11,Instagram,Caminho Português,Autoguiado,2,Setembro,R$ 10.937,Fechado,2023-04-26,15,R$ 12.097
114986,2021-12-24,Instagram,Caminho Português,Premium,4,Setembro,R$ 36.878,Fechado,2022-01-12,19,R$ 38.553
114987,2021-06-05,Instagram,Via Francigena,Guiado,2,Novembro,R$ 19.497,Sem resposta,,,
114988,2026-12-16,WhatsApp,Caminho Francês,Premium,1,Outubro,R$ 11.607,Fechado,2026-12-31,15,R$ 11.325
114989,2023-02-19,YouTube,Caminho Primitivo,Guiado,2,Dezembro,R$ 17.180,Perdido,,,
114990,2021-10-09,Instagram,Caminho Francês,Autoguiado,3,Novembro,R$ 26.484,Perdido,,,
114991,2023-11-02,Google,Via Francigena,Guiado,2,Janeiro,R$ 23.770,Negociando,,,
114992,2023-05-30,Instagram,Caminho do Norte,Autoguiado,4,Novembro,R$ 37.419,Sem resposta,,,
114993,2025-05-29,YouTube,Via Francigena,Premium,5,Abril,R$ 44.973,Negociando,,,
114994,2025-01-17,Instagram,Caminho do Norte,Guiado,3,Dezembro,R$ 26.257,Perdido,,,
114995,2022-05-30,YouTube,Via Francigena,Autoguiado,1,Novembro,R$ 9.129,Fechado,2022-07-01,32,R$ 8.601
114996,2022-04-19,Instagram,Caminho Francês,Premium,1,Maio,R$ 11.288,Negociando,,,
114997,2024-12-02,YouTube,Caminho Primitivo,Premium,2,Junho,R$ 17.248,Negociando,,,
114998,2020-06-21,Instagram,Caminho do Norte,Autoguiado,3,Março,R$ 20.342,Negociando,,,
114999,2026-12-16,Instagram,Caminho Primitivo,Autoguiado,3,Dezembro,R$ 27.155,Perdido,,,
115000,2025-02-18,WhatsApp,Caminho do Norte,Autoguiado,3,Novembro,R$ 27.780,Sem resposta,,,
115001,2023-09-10,WhatsApp,Caminho Português,Premium,4,Abril,R$ 37.956,Sem resposta,,,
115002,2025-03-01,Instagram,Caminho Francês,Premium,2,Agosto,R$ 23.985,Fechado,2025-03-17,16,R$ 22.335
115003,2024-11-06,Facebook,Caminho Português,Autoguiado,1,Agosto,R$ 5.266,Perdido,,,
115004,2023-08-24,TikTok,Caminho Francês,Guiado,1,Maio,R$ 10.568,Sem resposta,,,
115005,2020-01-22,Google,Caminho Primitivo,Guiado,2,Agosto,R$ 15.618,Sem resposta,,,
115006,2023-03-24,Facebook,Via Francigena,Guiado,3,Agosto,R$ 32.607,Fechado,2023-04-06,13,R$ 31.521
115007,2023-09-11,Instagram,Caminho Português,Autoguiado,5,Agosto,R$ 39.980,Fechado,2023-10-05,24,R$ 39.425
115008,2025-09-27,Instagram,Via Francigena,Premium,1,Novembro,R$ 11.907,Perdido,,,
115009,2021-04-17,TikTok,Caminho Português,Autoguiado,1,Agosto,R$ 6.992,Fechado,2021-04-27,10,R$ 6.809
115010,2023-04-07,TikTok,Caminho Primitivo,Guiado,5,Outubro,R$ 51.647,Fechado,2023-05-10,33,R$ 50.748
115011,2023-12-23,WhatsApp,Caminho Português,Guiado,2,Dezembro,R$ 14.109,Sem resposta,,,
115012,2023-10-14,YouTube,Via Francigena,Autoguiado,2,Abril,R$ 19.760,Sem resposta,,,
115013,2025-10-13,Instagram,Caminho Português,Premium,2,Setembro,R$ 12.569,Perdido,,,
115014,2021-07-10,YouTube,Caminho Primitivo,Guiado,1,Dezembro,R$ 11.477,Perdido,,,
115015,2025-08-02,TikTok,Caminho Primitivo,Autoguiado,3,Junho,R$ 25.343,Perdido,,,
115016,2020-05-19,WhatsApp,Caminho do Norte,Autoguiado,3,Setembro,R$ 24.401,Sem resposta,,,
115017,2023-06-24,Instagram,Caminho Primitivo,Premium,3,Junho,R$ 32.100,Fechado,2023-07-15,21,R$ 35.055
115018,2020-12-14,WhatsApp,Caminho Francês,Premium,2,Dezembro,R$ 22.377,Negociando,,,
115019,2026-08-03,TikTok,Caminho Primitivo,Autoguiado,2,Julho,R$ 16.630,Sem resposta,,,
115020,2020-01-04,Instagram,Caminho Português,Premium,2,Dezembro,R$ 14.146,Negociando,,,
115021,2025-09-30,TikTok,Caminho Português,Autoguiado,2,Março,R$ 16.298,Perdido,,,
115022,2026-04-09,Google,Caminho do Norte,Guiado,1,Junho,R$ 10.643,Negociando,,,
115023,2021-09-03,WhatsApp,Caminho Francês,Premium,1,Junho,R$ 12.594,Negociando,,,
115024,2020-09-27,TikTok,Caminho Francês,Autoguiado,2,Setembro,R$ 22.034,Sem resposta,,,
115025,2020-07-06,TikTok,Caminho Português,Premium,2,Agosto,R$ 16.008,Negociando,,,
115026,2025-01-25,Facebook,Via Francigena,Guiado,2,Junho,R$ 16.464,Perdido,,,
115027,2022-05-08,WhatsApp,Caminho Francês,Guiado,1,Maio,R$ 9.744,Negociando,,,
115028,2024-01-05,Instagram,Via Francigena,Autoguiado,1,Março,R$ 6.958,Perdido,,,
115029,2025-09-13,Instagram,Caminho Primitivo,Premium,1,Março,R$ 9.403,Negociando,,,
115030,2023-08-22,WhatsApp,Via Francigena,Premium,2,Maio,R$ 22.893,Negociando,,,
115031,2020-06-16,Instagram,Caminho Primitivo,Premium,2,Agosto,R$ 22.942,Sem resposta,,,
115032,2023-04-04,Google,Caminho Francês,Autoguiado,2,Agosto,R$ 16.840,Negociando,,,
115033,2020-04-01,Google,Caminho do Norte,Premium,4,Abril,R$ 40.875,Sem resposta,,,
115034,2021-10-15,WhatsApp,Caminho do Norte,Guiado,1,Julho,R$ 7.671,Sem resposta,,,
115035,2025-11-02,Facebook,Caminho Primitivo,Guiado,2,Novembro,R$ 22.993,Fechado,2025-11-20,18,R$ 25.458
115036,2023-11-22,Indicação,Caminho Português,Autoguiado,3,Dezembro,R$ 24.680,Perdido,,,
115037,2022-05-25,TikTok,Caminho do Norte,Premium,1,Outubro,R$ 7.306,Fechado,2022-06-19,25,R$ 7.113
115038,2021-10-07,Indicação,Caminho Primitivo,Premium,3,Outubro,R$ 27.557,Negociando,,,
115039,2025-05-22,WhatsApp,Caminho Primitivo,Guiado,1,Março,R$ 8.374,Sem resposta,,,
115040,2023-12-25,Google,Via Francigena,Premium,1,Março,R$ 9.881,Perdido,,,
115041,2023-10-16,TikTok,Via Francigena,Premium,2,Novembro,R$ 16.823,Fechado,2023-11-02,17,R$ 16.203
115042,2025-12-08,Google,Via Francigena,Autoguiado,1,Março,R$ 9.963,Perdido,,,
115043,2026-10-31,TikTok,Caminho Primitivo,Guiado,2,Novembro,R$ 21.012,Negociando,,,
115044,2022-12-02,Facebook,Caminho do Norte,Guiado,3,Agosto,R$ 22.793,Fechado,2022-12-19,17,R$ 24.467
115045,2026-10-22,Google,Caminho Português,Guiado,2,Dezembro,R$ 15.388,Negociando,,,
115046,2024-12-16,Indicação,Via Francigena,Autoguiado,1,Dezembro,R$ 9.481,Negociando,,,
115047,2024-05-15,Indicação,Via Francigena,Guiado,3,Abril,R$ 26.938,Negociando,,,
115048,2021-02-27,Indicação,Via Francigena,Premium,2,Setembro,R$ 20.947,Perdido,,,
115049,2024-04-21,Indicação,Caminho Francês,Premium,2,Outubro,R$ 25.100,Negociando,,,
115050,2021-02-25,Indicação,Caminho do Norte,Guiado,1,Setembro,R$ 8.484,Negociando,,,
115051,2024-05-28,Google,Caminho Francês,Guiado,2,Janeiro,R$ 18.726,Negociando,,,
115052,2020-11-11,YouTube,Via Francigena,Guiado,1,Janeiro,R$ 9.744,Perdido,,,
115053,2023-10-01,Google,Caminho Francês,Guiado,2,Fevereiro,R$ 19.214,Negociando,,,
115054,2025-06-06,Indicação,Caminho do Norte,Autoguiado,2,Junho,R$ 17.118,Negociando,,,
115055,2021-07-26,WhatsApp,Caminho Francês,Guiado,3,Janeiro,R$ 32.405,Sem resposta,,,
115056,2021-02-07,YouTube,Caminho Francês,Autoguiado,1,Outubro,R$ 9.976,Negociando,,,
115057,2024-12-27,TikTok,Caminho do Norte,Autoguiado,3,Outubro,R$ 19.643,Perdido,,,
115058,2022-05-28,Instagram,Via Francigena,Guiado,2,Agosto,R$ 18.916,Fechado,2022-06-05,8,R$ 19.756
115059,2021-02-25,Instagram,Caminho Primitivo,Premium,4,Janeiro,R$ 43.659,Sem resposta,,,
115060,2020-06-29,Instagram,Caminho Primitivo,Autoguiado,1,Junho,R$ 7.014,Negociando,,,
115061,2023-12-18,YouTube,Caminho Português,Guiado,3,Abril,R$ 25.483,Negociando,,,
115062,2026-08-30,Facebook,Caminho Primitivo,Autoguiado,3,Janeiro,R$ 19.941,Sem resposta,,,
115063,2026-11-01,TikTok,Caminho Francês,Autoguiado,3,Abril,R$ 29.049,Negociando,,,
115064,2022-08-04,TikTok,Caminho Primitivo,Premium,3,Novembro,R$ 28.164,Negociando,,,
115065,2022-06-20,Facebook,Caminho Português,Autoguiado,5,Abril,R$ 38.592,Perdido,,,
115066,2020-02-22,TikTok,Caminho Português,Guiado,2,Fevereiro,R$ 14.745,Perdido,,,
115067,2022-02-27,TikTok,Caminho Português,Premium,4,Novembro,R$ 33.366,Negociando,,,
115068,2026-04-26,YouTube,Caminho Português,Guiado,2,Junho,R$ 18.453,Negociando,,,
115069,2021-01-15,YouTube,Caminho Francês,Premium,1,Agosto,R$ 11.076,Fechado,2021-02-15,31,R$ 10.431
115070,2024-03-30,TikTok,Caminho Português,Guiado,2,Abril,R$ 12.328,Negociando,,,
115071,2026-02-11,TikTok,Via Francigena,Autoguiado,2,Julho,R$ 17.454,Sem resposta,,,
115072,2025-07-08,Google,Caminho Francês,Premium,3,Outubro,R$ 38.227,Negociando,,,
115073,2023-12-19,Instagram,Caminho Português,Premium,1,Novembro,R$ 6.610,Fechado,2023-12-25,6,R$ 6.588
115074,2024-11-16,TikTok,Caminho Primitivo,Premium,5,Junho,R$ 41.144,Perdido,,,
115075,2026-12-20,YouTube,Caminho do Norte,Autoguiado,1,Julho,R$ 9.540,Sem resposta,,,
115076,2023-04-01,Google,Caminho Primitivo,Autoguiado,3,Agosto,R$ 29.701,Negociando,,,
115077,2023-11-16,YouTube,Caminho Francês,Premium,2,Novembro,R$ 25.011,Sem resposta,,,
115078,2021-09-30,Indicação,Caminho Francês,Premium,3,Novembro,R$ 30.249,Negociando,,,
115079,2020-01-19,Google,Caminho Primitivo,Guiado,2,Dezembro,R$ 16.919,Perdido,,,
115080,2022-05-07,Indicação,Caminho Francês,Guiado,3,Agosto,R$ 29.521,Negociando,,,
115081,2021-07-05,YouTube,Via Francigena,Autoguiado,3,Março,R$ 24.103,Perdido,,,
115082,2023-11-16,Facebook,Caminho Português,Autoguiado,2,Abril,R$ 11.004,Sem resposta,,,
115083,2020-03-01,Facebook,Caminho Português,Autoguiado,1,Junho,R$ 7.904,Negociando,,,
115084,2023-03-08,YouTube,Caminho do Norte,Guiado,4,Março,R$ 32.101,Negociando,,,
115085,2024-10-30,YouTube,Caminho Português,Guiado,1,Agosto,R$ 8.085,Perdido,,,
115086,2023-11-30,WhatsApp,Caminho do Norte,Premium,2,Julho,R$ 14.647,Sem resposta,,,
115087,2020-08-01,Indicação,Caminho Português,Autoguiado,4,Junho,R$ 23.674,Fechado,2020-08-27,26,R$ 22.999
115088,2020-11-07,Indicação,Caminho Português,Premium,2,Fevereiro,R$ 16.195,Negociando,,,
115089,2021-03-15,YouTube,Caminho Primitivo,Premium,4,Abril,R$ 43.124,Sem resposta,,,
115090,2026-05-16,Indicação,Caminho Francês,Autoguiado,1,Agosto,R$ 8.126,Perdido,,,
115091,2025-03-01,Facebook,Caminho Português,Premium,3,Junho,R$ 21.420,Negociando,,,
115092,2021-04-08,Google,Caminho Português,Guiado,5,Janeiro,R$ 44.516,Sem resposta,,,
115093,2020-11-28,YouTube,Caminho Português,Guiado,2,Novembro,R$ 15.401,Negociando,,,
115094,2024-01-28,Facebook,Caminho do Norte,Guiado,2,Abril,R$ 14.292,Fechado,2024-02-23,26,R$ 13.347
115095,2020-10-12,Indicação,Caminho Francês,Guiado,1,Setembro,R$ 12.433,Fechado,2020-10-22,10,R$ 13.726
115096,2026-10-19,Indicação,Caminho Português,Autoguiado,2,Fevereiro,R$ 15.590,Sem resposta,,,
115097,2024-06-04,Google,Caminho Francês,Premium,3,Junho,R$ 29.207,Perdido,,,
115098,2024-04-22,WhatsApp,Caminho Português,Guiado,1,Maio,R$ 7.710,Negociando,,,
115099,2022-12-27,Google,Via Francigena,Autoguiado,2,Junho,R$ 14.601,Fechado,2023-01-31,35,R$ 15.912
115100,2024-12-25,Facebook,Caminho Primitivo,Premium,2,Setembro,R$ 15.105,Perdido,,,
115101,2024-12-05,Indicação,Caminho Francês,Guiado,1,Março,R$ 11.640,Fechado,2024-12-19,14,R$ 11.121
115102,2025-05-23,Facebook,Caminho do Norte,Guiado,2,Novembro,R$ 19.455,Fechado,2025-06-03,11,R$ 18.985
115103,2023-09-07,Facebook,Caminho Francês,Autoguiado,1,Agosto,R$ 9.581,Sem resposta,,,
115104,2020-10-15,Google,Caminho Francês,Guiado,2,Julho,R$ 17.587,Perdido,,,
115105,2023-01-22,WhatsApp,Caminho Francês,Guiado,2,Fevereiro,R$ 21.169,Fechado,2023-02-22,31,R$ 22.182
115106,2024-08-17,Indicação,Caminho Português,Autoguiado,1,Março,R$ 6.273,Fechado,2024-08-21,4,R$ 6.038
115107,2025-05-14,Instagram,Caminho Português,Premium,1,Abril,R$ 6.786,Negociando,,,
115108,2022-07-30,Instagram,Caminho Francês,Premium,4,Dezembro,R$ 47.587,Perdido,,,
115109,2025-01-14,Google,Caminho Português,Guiado,1,Maio,R$ 8.445,Negociando,,,
115110,2024-10-12,Instagram,Caminho Português,Premium,2,Agosto,R$ 17.438,Sem resposta,,,
115111,2025-05-31,Facebook,Caminho do Norte,Premium,3,Outubro,R$ 22.240,Fechado,2025-06-27,27,R$ 24.079
115112,2022-11-25,YouTube,Caminho Primitivo,Autoguiado,1,Maio,R$ 9.207,Negociando,,,
115113,2023-08-21,Google,Via Francigena,Guiado,1,Maio,R$ 11.642,Negociando,,,
115114,2020-04-05,Instagram,Via Francigena,Premium,1,Março,R$ 8.573,Fechado,2020-05-01,26,R$ 8.705
115115,2023-09-16,WhatsApp,Caminho Primitivo,Premium,2,Outubro,R$ 19.850,Sem resposta,,,
115116,2026-10-26,Facebook,Caminho Francês,Premium,2,Dezembro,R$ 25.869,Negociando,,,
115117,2023-09-27,Facebook,Caminho Português,Guiado,2,Agosto,R$ 16.100,Fechado,2023-09-29,2,R$ 14.973
115118,2021-10-14,YouTube,Caminho Português,Autoguiado,2,Novembro,R$ 14.244,Negociando,,,
115119,2020-01-11,Facebook,Via Francigena,Guiado,2,Dezembro,R$ 15.674,Fechado,2020-02-01,21,R$ 16.977
115120,2024-02-06,Facebook,Caminho Primitivo,Guiado,2,Dezembro,R$ 19.430,Perdido,,,
115121,2023-08-19,YouTube,Caminho Primitivo,Autoguiado,2,Agosto,R$ 15.705,Fechado,2023-08-21,2,R$ 16.364
115122,2021-05-19,Google,Caminho Português,Autoguiado,2,Agosto,R$ 12.546,Negociando,,,
115123,2024-05-15,Google,Via Francigena,Premium,3,Janeiro,R$ 27.137,Sem resposta,,,
115124,2021-04-01,TikTok,Via Francigena,Guiado,3,Abril,R$ 36.020,Negociando,,,
115125,2023-01-10,Facebook,Caminho do Norte,Premium,3,Dezembro,R$ 23.343,Fechado,2023-01-17,7,R$ 24.906
115126,2020-09-15,WhatsApp,Via Francigena,Premium,2,Fevereiro,R$ 22.379,Perdido,,,
115127,2025-06-23,YouTube,Caminho Português,Autoguiado,5,Janeiro,R$ 39.295,Sem resposta,,,
115128,2026-11-07,TikTok,Caminho Português,Guiado,2,Novembro,R$ 15.420,Negociando,,,
115129,2022-01-22,Google,Caminho Primitivo,Premium,2,Novembro,R$ 15.845,Fechado,2022-02-04,13,R$ 15.367
115130,2024-11-23,Google,Caminho Português,Premium,2,Julho,R$ 15.776,Sem resposta,,,
115131,2025-12-30,Google,Caminho do Norte,Premium,2,Março,R$ 18.884,Negociando,,,
115132,2025-04-23,Indicação,Caminho Português,Premium,5,Junho,R$ 48.297,Negociando,,,
115133,2020-02-08,TikTok,Via Francigena,Autoguiado,1,Março,R$ 6.945,Perdido,,,
115134,2025-03-02,Google,Caminho Francês,Autoguiado,1,Abril,R$ 10.462,Perdido,,,
115135,2021-01-12,Indicação,Caminho Português,Guiado,1,Março,R$ 7.069,Sem resposta,,,
115136,2024-02-25,YouTube,Caminho Português,Autoguiado,2,Março,R$ 13.582,Sem resposta,,,
115137,2022-03-16,Indicação,Caminho Português,Premium,1,Fevereiro,R$ 8.454,Negociando,,,
115138,2025-07-03,Facebook,Caminho do Norte,Premium,2,Julho,R$ 20.979,Negociando,,,
115139,2020-08-16,Indicação,Caminho do Norte,Guiado,5,Setembro,R$ 35.847,Negociando,,,
115140,2021-03-11,TikTok,Caminho Português,Autoguiado,2,Abril,R$ 12.406,Fechado,2021-03-24,13,R$ 13.261
115141,2026-09-15,Facebook,Caminho Português,Guiado,2,Julho,R$ 12.555,Fechado,2026-09-19,4,R$ 11.960
115142,2024-08-03,Indicação,Via Francigena,Autoguiado,1,Maio,R$ 7.605,Negociando,,,
115143,2021-10-29,YouTube,Caminho Primitivo,Guiado,1,Novembro,R$ 10.362,Perdido,,,
115144,2021-08-17,Google,Caminho do Norte,Autoguiado,4,Dezembro,R$ 38.197,Sem resposta,,,
115145,2025-08-27,Instagram,Via Francigena,Premium,2,Junho,R$ 18.991,Sem resposta,,,
115146,2024-01-21,WhatsApp,Caminho do Norte,Guiado,5,Setembro,R$ 37.813,Negociando,,,
115147,2020-06-30,WhatsApp,Caminho Português,Autoguiado,1,Maio,R$ 8.163,Sem resposta,,,
115148,2021-07-14,TikTok,Caminho Francês,Guiado,3,Maio,R$ 35.434,Negociando,,,
115149,2024-03-11,Indicação,Caminho Primitivo,Premium,2,Julho,R$ 20.376,Negociando,,,
115150,2026-03-19,Indicação,Caminho do Norte,Premium,2,Outubro,R$ 16.382,Fechado,2026-04-23,35,R$ 16.655
115151,2022-03-07,Google,Caminho do Norte,Guiado,5,Setembro,R$ 50.178,Perdido,,,
115152,2020-05-15,TikTok,Caminho Francês,Guiado,3,Maio,R$ 30.516,Perdido,,,
115153,2024-06-03,Instagram,Caminho Primitivo,Premium,2,Novembro,R$ 16.738,Perdido,,,
115154,2023-12-16,WhatsApp,Caminho do Norte,Autoguiado,2,Abril,R$ 18.092,Negociando,,,
115155,2025-04-23,Instagram,Caminho Português,Autoguiado,2,Setembro,R$ 10.862,Perdido,,,
115156,2026-07-19,Indicação,Caminho Francês,Autoguiado,4,Março,R$ 42.599,Fechado,2026-07-28,9,R$ 45.146
115157,2020-03-02,Facebook,Caminho Português,Premium,3,Junho,R$ 21.542,Negociando,,,
115158,2021-11-19,WhatsApp,Caminho Primitivo,Premium,3,Novembro,R$ 26.882,Negociando,,,
115159,2022-12-01,Instagram,Caminho do Norte,Autoguiado,2,Março,R$ 16.537,Negociando,,,
115160,2023-05-26,Indicação,Caminho Primitivo,Premium,2,Setembro,R$ 15.251,Negociando,,,
115161,2020-04-08,YouTube,Caminho Português,Autoguiado,1,Dezembro,R$ 7.530,Negociando,,,
115162,2025-11-08,YouTube,Caminho Português,Guiado,4,Dezembro,R$ 25.995,Negociando,,,
115163,2020-03-13,WhatsApp,Caminho do Norte,Premium,2,Outubro,R$ 14.785,Sem resposta,,,
115164,2024-08-21,TikTok,Via Francigena,Autoguiado,1,Janeiro,R$ 10.352,Negociando,,,
115165,2020-07-27,Instagram,Caminho Português,Guiado,3,Agosto,R$ 19.208,Sem resposta,,,
115166,2026-09-02,Instagram,Caminho Primitivo,Premium,4,Dezembro,R$ 38.452,Negociando,,,
115167,2024-08-15,WhatsApp,Caminho Francês,Autoguiado,1,Junho,R$ 7.536,Fechado,2024-08-28,13,R$ 6.939
115168,2020-04-06,Facebook,Via Francigena,Autoguiado,3,Novembro,R$ 28.408,Fechado,2020-05-06,30,R$ 31.071
115169,2021-01-10,Indicação,Caminho Português,Guiado,1,Setembro,R$ 8.504,Sem resposta,,,
115170,2025-11-07,WhatsApp,Caminho Francês,Guiado,3,Abril,R$ 28.648,Perdido,,,
115171,2025-06-16,Google,Via Francigena,Guiado,2,Fevereiro,R$ 17.277,Fechado,2025-07-08,22,R$ 16.131
115172,2025-10-02,Google,Via Francigena,Guiado,3,Março,R$ 24.308,Sem resposta,,,
115173,2020-11-13,Instagram,Caminho Português,Premium,1,Abril,R$ 9.376,Fechado,2020-11-25,12,R$ 9.174
115174,2025-12-02,Facebook,Caminho Português,Premium,3,Fevereiro,R$ 28.092,Perdido,,,
115175,2022-06-08,TikTok,Caminho Francês,Premium,1,Agosto,R$ 10.836,Negociando,,,
115176,2023-06-26,TikTok,Caminho Primitivo,Autoguiado,2,Fevereiro,R$ 13.440,Sem resposta,,,
115177,2025-04-20,Facebook,Caminho Francês,Autoguiado,1,Dezembro,R$ 7.298,Negociando,,,
115178,2020-02-23,Google,Via Francigena,Guiado,4,Agosto,R$ 36.641,Perdido,,,
115179,2025-12-05,Indicação,Via Francigena,Premium,2,Agosto,R$ 21.310,Fechado,2026-01-04,30,R$ 20.491
115180,2024-02-10,YouTube,Via Francigena,Premium,2,Setembro,R$ 16.229,Fechado,2024-03-05,24,R$ 14.997
115181,2025-03-12,WhatsApp,Caminho Francês,Guiado,3,Maio,R$ 33.250,Sem resposta,,,
115182,2020-09-24,TikTok,Via Francigena,Premium,2,Outubro,R$ 23.678,Negociando,,,
115183,2025-04-10,Google,Via Francigena,Guiado,1,Julho,R$ 8.021,Negociando,,,
115184,2026-01-14,TikTok,Caminho Primitivo,Premium,1,Agosto,R$ 10.446,Negociando,,,
115185,2021-08-25,Instagram,Via Francigena,Guiado,2,Julho,R$ 19.727,Negociando,,,
115186,2020-09-01,WhatsApp,Via Francigena,Guiado,2,Maio,R$ 20.817,Sem resposta,,,
115187,2026-05-23,Instagram,Via Francigena,Guiado,2,Fevereiro,R$ 15.638,Perdido,,,
115188,2026-03-09,WhatsApp,Caminho do Norte,Premium,2,Novembro,R$ 19.886,Fechado,2026-04-03,25,R$ 20.378
115189,2022-02-19,Instagram,Caminho Francês,Guiado,1,Janeiro,R$ 11.779,Sem resposta,,,
115190,2025-06-10,Indicação,Caminho Primitivo,Premium,2,Setembro,R$ 20.746,Sem resposta,,,
115191,2025-09-03,Instagram,Caminho Francês,Autoguiado,2,Dezembro,R$ 14.911,Negociando,,,
115192,2021-12-23,TikTok,Caminho Primitivo,Premium,4,Agosto,R$ 42.518,Sem resposta,,,
115193,2023-03-12,Google,Caminho Português,Premium,2,Fevereiro,R$ 18.803,Sem resposta,,,
115194,2020-03-14,YouTube,Caminho Francês,Guiado,1,Abril,R$ 12.029,Fechado,2020-03-24,10,R$ 12.865
115195,2023-09-11,YouTube,Caminho Português,Guiado,1,Setembro,R$ 7.696,Fechado,2023-10-12,31,R$ 7.360
115196,2023-04-17,Indicação,Caminho Francês,Premium,1,Maio,R$ 9.711,Fechado,2023-05-05,18,R$ 10.088
115197,2021-02-10,Google,Caminho do Norte,Premium,1,Setembro,R$ 11.051,Sem resposta,,,
115198,2025-09-15,Google,Caminho Francês,Autoguiado,1,Abril,R$ 9.252,Perdido,,,
115199,2025-08-29,TikTok,Via Francigena,Autoguiado,1,Maio,R$ 10.197,Negociando,,,
115200,2020-04-26,YouTube,Caminho Francês,Guiado,2,Maio,R$ 18.673,Negociando,,,
115201,2024-12-29,TikTok,Caminho Francês,Guiado,1,Agosto,R$ 9.262,Negociando,,,
115202,2025-07-20,Facebook,Caminho Francês,Premium,3,Julho,R$ 25.464,Negociando,,,
115203,2020-08-09,Facebook,Via Francigena,Autoguiado,2,Junho,R$ 17.052,Sem resposta,,,
115204,2021-02-11,Facebook,Caminho Português,Premium,4,Julho,R$ 36.840,Negociando,,,
115205,2026-12-03,Instagram,Caminho Primitivo,Guiado,4,Setembro,R$ 30.110,Perdido,,,
115206,2021-10-08,YouTube,Via Francigena,Premium,4,Dezembro,R$ 46.502,Sem resposta,,,
115207,2023-01-15,TikTok,Caminho do Norte,Premium,1,Julho,R$ 10.833,Negociando,,,
115208,2025-04-14,Instagram,Via Francigena,Guiado,4,Janeiro,R$ 36.442,Fechado,2025-04-23,9,R$ 34.932
115209,2025-06-21,Indicação,Via Francigena,Autoguiado,3,Junho,R$ 27.616,Perdido,,,
115210,2022-01-02,TikTok,Caminho Francês,Premium,2,Junho,R$ 17.415,Fechado,2022-01-07,5,R$ 16.411
115211,2023-12-26,YouTube,Caminho do Norte,Guiado,2,Janeiro,R$ 14.256,Negociando,,,
115212,2024-10-23,Google,Caminho Francês,Guiado,3,Julho,R$ 26.649,Sem resposta,,,
115213,2024-04-23,Google,Caminho Primitivo,Autoguiado,1,Setembro,R$ 7.713,Negociando,,,
115214,2026-10-24,Indicação,Caminho Português,Premium,2,Outubro,R$ 18.554,Negociando,,,
115215,2025-10-03,Instagram,Caminho Primitivo,Guiado,4,Fevereiro,R$ 33.145,Perdido,,,
115216,2026-09-17,WhatsApp,Caminho Português,Autoguiado,3,Agosto,R$ 18.018,Negociando,,,
115217,2022-07-05,WhatsApp,Via Francigena,Premium,3,Agosto,R$ 28.668,Sem resposta,,,
115218,2022-10-05,Google,Caminho Português,Guiado,2,Dezembro,R$ 14.624,Negociando,,,
115219,2022-05-23,Google,Caminho Primitivo,Guiado,1,Dezembro,R$ 9.607,Negociando,,,
115220,2025-11-01,TikTok,Caminho Português,Guiado,2,Dezembro,R$ 16.668,Sem resposta,,,
115221,2024-04-17,Facebook,Caminho do Norte,Premium,2,Maio,R$ 20.163,Fechado,2024-05-11,24,R$ 22.019
115222,2020-04-04,Indicação,Caminho Primitivo,Guiado,2,Janeiro,R$ 18.921,Negociando,,,
115223,2026-11-27,TikTok,Caminho Primitivo,Premium,1,Julho,R$ 8.234,Negociando,,,
115224,2020-03-31,TikTok,Via Francigena,Guiado,3,Outubro,R$ 35.364,Negociando,,,
115225,2021-06-08,WhatsApp,Via Francigena,Guiado,3,Janeiro,R$ 25.292,Perdido,,,
